movie_id,imdb_id,title
255,tt0113670,A Little Princess
256,tt0110296,Ladybird Ladybird
257,tt0109731,L'Enfer
258,tt0103994,Like Water for Chocolate
259,tt0110322,Legends of the Fall
260,tt0110443,Major Payne
261,tt0110365,Little Odessa
262,tt0107566,Mi Vida Loca
263,tt0110391,Love Affair
264,tt0113691,Losing Isaiah
265,tt0110428,The Madness of King George
266,tt0109836,Mary Shelley's Frankenstein
267,tt0113755,Man of the House
268,tt0110538,Mixed Nuts
269,tt0110516,Milk Money
270,tt0110527,Miracle on 34th Street
271,tt0113808,Miami Rhapsody
272,tt0113896,My Family
273,tt0113870,Murder in the First
274,tt0110684,Nobody's Fool
275,tt0110638,Nell
276,tt0113967,New Jersey Drive
277,tt0117169,New York Cop
278,tt0106402,Beyond Bedlam
279,tt0113948,Nemesis 2 - Nebula
280,tt0110671,Nina Takes a Lover
281,tt0110632,Natural Born Killers
282,tt0110737,Only You
283,tt0110729,Once Were Warriors
284,tt0114151,Poison Ivy II: Lily
285,tt0114069,Outbreak
286,tt0110413,Leon: The Professional
287,tt0114113,The Perez Family
288,tt0114210,A Pyromaniac's Love Story
289,tt0110912,Pulp Fiction
290,tt0114084,Panther
291,tt0105652,Pushing Hands
292,tt0110889,Priest
293,tt0110932,Quiz Show
294,tt0114129,Picture Bride
295,tt0110963,Queen Margot
296,tt0114214,The Quick and the Dead
297,tt0114296,Roommates
298,tt0110907,Prêt-à-Porter
299,tt0111495,Three Colors: Red
300,tt0108394,Three Colors: Blue
301,tt0111507,Three Colors: White
302,tt0110769,"Red Firecracker, Green Firecracker"
303,tt0114268,Rent-a-Kid
304,tt0110965,Relative Fear
305,tt0114571,Stuart Saves His Family
306,tt0111333,The Swan Princess
307,tt0111112,The Secret of Roan Inish
308,tt0111255,The Specialist
309,tt0111282,Stargate
310,tt0111070,The Santa Clause
311,tt0111161,The Shawshank Redemption
312,tt0111149,Shallow Grave
313,tt0108260,Suture
314,tt0106966,Strawberry and Chocolate
315,tt0114594,Swimming with Sharks
316,tt0111309,The Sum of Us
317,tt0113936,Senior Trip
318,tt0110081,To Live
319,tt0114614,Tank Girl
320,tt0114608,Tales from the Crypt: Demon Knight
321,tt0111280,Star Trek: Generations
322,tt0114609,Tales from the Hood
323,tt0111454,Tom & Viv
324,tt0114852,Village of the Damned
325,tt0114694,Tommy Boy
326,tt0111590,Vanya on 42nd Street
327,tt0114788,The Underneath
328,tt0114888,The Walking Dead
329,tt0108550,What's Eating Gilbert Grape
330,tt0114857,Virtuosity
331,tt0114924,While You Were Sleeping
332,tt0111667,The War
333,tt0109655,Double Happiness
334,tt0110598,Muriel's Wedding
335,tt0112435,The Baby-Sitters Club
336,tt0109040,Ace Ventura: Pet Detective
337,tt0109045,"The Adventures of Priscilla, Queen of the Desert"
338,tt0106339,Backbeat
339,tt0104779,Bitter Moon
340,tt0109348,Bullets Over Broadway
341,tt0109444,Clear and Present Danger
342,tt0109446,The Client
343,tt0109484,"Corrina, Corrina"
344,tt0109504,Crooklyn
345,tt0109506,The Crow
346,tt0109450,Cobb
347,tt0109813,The Flintstones
348,tt0109830,Forrest Gump
349,tt0109831,Four Weddings and a Funeral
350,tt0113305,Higher Learning
351,tt0110091,I Like It Like That
352,tt0110093,I Love Trouble
353,tt0110167,It Could Happen to You
354,tt0110213,The Jungle Book
355,tt0107472,"The Wonderful, Horrible Life of Leni Riefenstahl"
356,tt0110357,The Lion King
357,tt0107426,Little Buddha
358,tt0111686,New Nightmare
359,tt0110475,The Mask
360,tt0110478,Maverick
361,tt0110588,Mrs. Parker and the Vicious Circle
362,tt0110622,The Naked Gun 33⅓: The Final Insult
363,tt0110771,The Paper
364,tt0110950,Reality Bites
365,tt0105226,Red Rock West
366,tt0110989,Ri¢hie Ri¢h
367,tt0111054,Safe Passage
368,tt0110997,The River Wild
369,tt0111257,Speed
370,tt0111256,Speechless
371,tt0111438,Timecop
372,tt0111503,True Lies
373,tt0111693,When a Man Loves a Woman
374,tt0111742,Wolf
375,tt0111756,Wyatt Earp
376,tt0112443,Bad Company
377,tt0110455,A Man of No Importance
378,tt0111048,S.F.W.
379,tt0110399,A Low Down Dirty Shame
380,tt0112570,"Boys Life: Three Stories of Love, Lust, and Liberation"
381,tt0109454,Colonel Chabert
382,tt0110186,Jason's Lyric
383,tt0108069,The Secret Adventures of Tom Thumb
384,tt0111301,Street Fighter
385,tt0112702,Coldblooded
387,tt0113014,Fall Time
388,tt0113043,The Fear
390,tt0113173,Girl in the Cadillac
391,tt0113319,Homage
392,tt0113827,Mirage
393,tt0114047,Open Season
395,tt0109339,Brother Minister: The Assassination of Malcolm X
396,tt0110027,Highlander: The Final Dimension
398,tt0113409,In the Mouth of Madness
399,tt0109021,8 Seconds
400,tt0109035,Above the Rim
401,tt0106220,Addams Family Values
402,tt0111804,Martin Lawrence: You So Crazy
403,tt0106226,The Age of Innocence
404,tt0109068,Airheads
405,tt0109067,The Air Up There
406,tt0106292,Another Stakeout
407,tt0109198,Bad Girls
408,tt0109219,Barcelona
409,tt0106379,Being Human
410,tt0106400,The Beverly Hillbillies
411,tt0109254,Beverly Hills Cop III
412,tt0109279,Black Beauty
413,tt0109297,Blink
414,tt0109303,Blown Away
415,tt0109305,Blue Chips
416,tt0109306,Blue Sky
417,tt0106452,Body Snatchers
418,tt0106471,Boxing Helena
419,tt0106489,A Bronx Tale
420,tt0109361,Cabin Boy
421,tt0106505,Calendar Girl
422,tt0106519,Carlito's Way
423,tt0109439,City Slickers II: The Legend of Curly's Gold
424,tt0109443,Clean Slate
425,tt0106582,Cliffhanger
426,tt0106598,Coneheads
427,tt0109456,Color of Night
428,tt0109480,Cops & Robbersons
429,tt0109493,The Cowboy Way
430,tt0106660,Dangerous Game
431,tt0106673,Dave
432,tt0106677,Dazed and Confused
433,tt0106697,Demolition Man
435,tt0106834,Even Cowgirls Get the Blues
436,tt0106873,Fatal Instinct
437,tt0106332,Farewell My Concubine
438,tt0109783,The Favor
439,tt0106881,Fearless
440,tt0106880,Fear of a Black Hat
441,tt0111732,With Honors
442,tt0106926,Flesh and Bone
443,tt0111712,Widows' Peak
444,tt0106941,For Love or Money
445,tt0106918,The Firm
446,tt0106965,Free Willy
447,tt0109842,Fresh
448,tt0106977,The Fugitive
449,tt0107004,Geronimo: An American Legend
450,tt0109890,The Getaway
451,tt0109891,Getting Even with Dad
452,tt0109913,Go Fish
453,tt0109920,A Good Man in Africa
454,tt0107057,Guilty as Sin
455,tt0107076,Hard Target
456,tt0107096,Heaven & Earth
457,tt0107144,Hot Shots! Part Deux
458,tt0113674,Live Nude Girls
459,tt0112966,The Englishman Who Went Up a Hill But Came Down a Mountain
460,tt0107151,The House of the Spirits
461,tt0110064,House Party 3
462,tt0110074,The Hudsucker Proxy
463,tt0110097,I'll Do Anything
464,tt0110123,In the Army Now
465,tt0107206,In the Line of Fire
466,tt0107207,In the Name of the Father
467,tt0110137,The Inkwell
468,tt0108551,What's Love Got to Do with It
469,tt0110197,Jimmy Hollywood
470,tt0107286,Judgment Night
471,tt0107290,Jurassic Park
472,tt0107302,Kalifornia
473,tt0110265,Killing Zoe
474,tt0107322,King of the Hill
475,tt0110305,Lassie
476,tt0107362,Last Action Hero
477,tt0107413,Life With Mikey
478,tt0110353,Lightning Jack
479,tt0107468,M. Butterfly
480,tt0107478,Made in America
481,tt0107497,Malice
482,tt0107501,The Man without a Face
483,tt0107507,Manhattan Murder Mystery
484,tt0107554,Menace II Society
485,tt0116253,Executive Decision
486,tt0074102,In the Realm of the Senses
487,tt0111689,What Happened Was...
488,tt0107616,Much Ado About Nothing
489,tt0107611,Mr. Jones
490,tt0107613,Mr. Wonderful
491,tt0107614,Mrs. Doubtfire
492,tt0107653,Naked
493,tt0110657,The Next Karate Kid
494,tt0110649,The New Age
495,tt0110678,No Escape
496,tt0110687,North
497,tt0107756,Orlando
498,tt0107808,A Perfect World
499,tt0107818,Philadelphia
500,tt0107822,The Piano
501,tt0107840,Poetic Justice
502,tt0107889,The Program
503,tt0111003,The Puppet Masters
504,tt0110939,Radioland Murders
505,tt0110955,The Ref
506,tt0107943,The Remains of the Day
507,tt0110971,Renaissance Man
508,tt0107969,Rising Sun
509,tt0111001,The Road to Wellville
510,tt0107978,RoboCop 3
511,tt0107977,Robin Hood: Men in Tights
512,tt0107983,Romeo Is Bleeding
513,tt0105275,Romper Stomper
514,tt0108000,Ruby in Paradise
515,tt0108002,Rudy
516,tt0108026,The Saint of Fort Washington
517,tt0105032,Savage Nights
518,tt0108052,Schindler's List
519,tt0111094,The Scout
520,tt0108065,Searching for Bobby Fischer
521,tt0111102,Second Best
522,tt0108071,The Secret Garden
523,tt0111127,Serial Mom
524,tt0111143,The Shadow
525,tt0108101,Shadowlands
526,tt0108122,Short Cuts
527,tt0111194,A Simple Twist of Fate
528,tt0111201,Sirens
529,tt0108149,Six Degrees of Separation
530,tt0108160,Sleepless in Seattle
531,tt0108162,Sliver
532,tt0083658,Blade Runner
533,tt0108186,Son in Law
534,tt0108174,So I Married an Axe Murderer
535,tt0108238,Striking Distance
536,tt0089256,Harem
537,tt0108255,Super Mario Bros.
538,tt0111323,Surviving the Game
539,tt0111400,Terminal Velocity
540,tt0108328,Thirty Two Short Films About Glenn Gould
541,tt0111418,Threesome
542,tt0107688,The Nightmare Before Christmas
543,tt0108333,The Three Musketeers
544,tt0108358,Tombstone
545,tt0111488,Trial by Jury
546,tt0108399,True Romance
547,tt0108515,The War Room
548,tt0110763,The Pagemaster
549,tt0107779,"Paris, France"
551,tt0110259,Killer
552,tt0114906,Welcome to the Dollhouse
553,tt0107002,Germinal
554,tt0109403,Chasers
555,tt0104029,Cronos
556,tt0110623,Naked in New York
557,tt0107315,Kika
558,tt0106408,Bhaji on the Beach
559,tt0110363,Little Big League
560,tt0107349,The Slingshot
561,tt0111709,Wide Eyed and Legless
562,tt0109828,Foreign Student
563,tt0107225,"Ciao, Professore!"
564,tt0111252,Spanking the Monkey
565,tt0110366,The Little Rascals
566,tt0106878,À la mode
567,tt0109120,Andre
568,tt0108059,The Escort
569,tt0110892,Princess Caraboo
570,tt0112651,The Celluloid Closet
571,tt0107642,Café au Lait
572,tt0109382,Dear Diary
573,tt0106678,I Don't Want to Talk About It
574,tt0112572,The Brady Bunch Movie
575,tt0099785,Home Alone
576,tt0099653,Ghost
577,tt0103639,Aladdin
578,tt0103064,Terminator 2: Judgment Day
579,tt0099348,Dances with Wolves
580,tt0114706,Tough and Deadly
581,tt0096895,Batman
582,tt0102926,The Silence of the Lambs
583,tt0101414,Beauty and the Beast
584,tt0100405,Pretty Woman
585,tt0110719,Window to Paris
586,tt0110395,Love and a .45
587,tt0111752,The Wooden Man's Bride
589,tt0112606,Bye Bye Love
590,tt0117247,One Fine Day
591,tt0112625,Candyman: Farewell to the Flesh
592,tt0106537,Century
593,tt0116282,Fargo
594,tt0116552,Homeward Bound II: Lost in San Francisco
595,tt0082509,Heavy Metal
596,tt0116514,Hellraiser: Bloodline
597,tt0117283,The Pallbearer
598,tt0116684,Jane Eyre
599,tt0110374,Loaded
600,tt0070506,Bread and Chocolate
601,tt0113083,The Flower of My Secret
602,tt0118001,Two Much
603,tt0116165,Ed
604,tt0102855,Scream of Stone
605,tt0107471,My Favorite Season
607,tt0112712,Condition Red
608,tt0090665,Halfaouine: Boy of the Terraces
609,tt0117891,A Thin Line Between Love and Hate
610,tt0113613,The Last Supper
611,tt0117381,Primal Fear
613,tt0115837,Carried Away
614,tt0115509,All Dogs Go to Heaven 2
615,tt0114671,Land and Freedom
616,tt0112844,Denise Calls Up
617,tt0114658,Theodore Rex
618,tt0116275,A Family Thing
619,tt0113122,Frisk
620,tt0117608,Sgt. Bilko
621,tt0113448,Jack & Sarah
622,tt0116414,Girl 6
623,tt0116095,Diabolique
624,tt0111543,"Little Indian, Big City"
625,tt0117517,Roula
626,tt0117312,Peanuts – Die Bank zahlt alles
628,tt0113947,Nelly and Monsieur Arnaud
629,tt0115956,Courage Under Fire
630,tt0117060,Mission: Impossible
631,tt0109028,Cold Fever
632,tt0117071,Moll Flanders
633,tt0117788,The Superwife
634,tt0112257,"301, 302"
635,tt0116136,DragonHeart
636,tt0118026,Und keiner weint mir nach
637,tt0117117,My Mother's Courage
638,tt0116168,Eddie
639,tt0111787,Yankee Zulu
641,tt0115591,August
642,tt0116683,James and the Giant Peach
643,tt0116287,Fear
644,tt0116768,Kids in the Hall: Brain Candy
645,tt0116269,Faithful
646,tt0114787,Underground
647,tt0113720,All Things Fair
648,tt0112536,Bloodsport II
649,tt0117128,Mystery Science Theater 3000: The Movie
651,tt0117705,Space Jam
652,tt0110061,Hostile Intentions
653,tt0140614,They Bite
654,tt0108181,Some Folks Call It a Sling Blade
655,tt0114307,The Run of the Country
656,tt0082206,Coup de Torchon
657,tt0111430,Tigrero: A Film That Was Never Made
659,tt0081759,Windows
660,tt0113443,It's My Party
661,tt0109491,Country Life
662,tt0114048,Operation Dumbo Drop
663,tt0111613,The Promise
664,tt0111613,The Promise
665,tt0111613,The Promise
666,tt0111613,The Promise
667,tt0117104,Mrs. Winterbourne
668,tt0117688,Solo
670,tt0117774,The Substitute
671,tt0114736,True Crime
672,tt0112604,Butterfly Kiss
673,tt0116289,Feeling Minnesota
674,tt0109593,Delta of Venus
676,tt0112368,Angus
677,tt0104046,Priest Daens
678,tt0115742,Boys
679,tt0117420,The Quest
680,tt0115951,Cosi
681,tt0117784,Sunset Park
682,tt0117107,Mulholland Falls
683,tt0117979,The Truth About Cats & Dogs
684,tt0095776,Oliver & Company
685,tt0115851,Celtic Pride
686,tt0116322,Flipper
687,tt0109374,Captives
688,tt0110712,Of Love and Shadows
689,tt0112817,Dead Man
690,tt0113362,The Horseman on the Roof
691,tt0073778,Switchblade Sisters
692,tt0112546,Mouth to Mouth
693,tt0108500,The Visitors
694,tt0117108,Multiplicity
695,tt0113270,"The Haunted World of Edward D. Wood, Jr."
696,tt0333373,Two Friends
697,tt0115963,The Craft
698,tt0116448,The Great White Hype
699,tt0116827,Last Dance
700,tt0112701,Cold Comfort Farm
701,tt0113429,"Institute Benjamenta, or This Dream People Call Human Life"
702,tt0116508,Heaven's Prisoners
703,tt0117260,Original Gangstas
704,tt0117500,The Rock
705,tt0116405,Getting Away with Murder
706,tt0109592,Cemetery Man
707,tt0117998,Twister
708,tt0115624,Barb Wire
709,tt0113145,Le Garçu
710,tt0116559,Honeymoon
711,tt0113568,Ghost in the Shell
712,tt0117894,Thinner
713,tt0117723,Spy Hard
714,tt0112586,Brothers in Trouble
715,tt0112691,A Close Shave
716,tt0117768,The Stupids
717,tt0115571,The Arrival
718,tt0103926,Careful
719,tt0113849,A Month by the Lake
720,tt0113188,Gold Diggers: The Secret of Bear Mountain
721,tt0109381,Carmen Miranda: Bananas Is My Business
722,tt0109688,Ashes of Time
725,tt0108211,Stalingrad
726,tt0117331,The Phantom
727,tt0117765,Striptease
728,tt0116833,The Last of the High Kings
729,tt0113280,Heavy
730,tt0116669,Jack
731,tt0116594,I Shot Andy Warhol
732,tt0113211,The Grass Harp
733,tt0114494,Someone Else's America
734,tt0094265,Life is Rosy
736,tt0070820,Touki Bouki
737,tt0084898,God's Gift
739,tt0114122,Pharaoh's  Army
740,tt0117951,Trainspotting
741,tt0118523,Til There Was You
742,tt0116629,Independence Day
743,tt0117737,Stealing Beauty
744,tt0116277,The Fan
745,tt0116583,The Hunchback of Notre Dame
746,tt0115798,The Cable Guy
747,tt0116778,Kingpin
748,tt0116213,Eraser
750,tt0117218,The Nutty Professor
751,tt0100990,"I, the Worst of All"
752,tt0111546,An Unforgettable Summer
756,tt0111237,Somebody to Love
757,tt0072362,A Very Natural Thing
758,tt0103207,The Old Lady Who Walked in the Sea
759,tt0116040,Daylight
760,tt0116365,The Frighteners
761,tt0116905,Lone Star
762,tt0116493,Harriet the Spy
763,tt0117333,Phenomenon
764,tt0118113,Walking and Talking
765,tt0117628,She's the One
766,tt0117913,A Time to Kill
767,tt0115530,American Buffalo
768,tt0114266,Rendezvous in Paris
769,tt0115493,Alaska
770,tt0116320,Fled
771,tt0116756,Kazaam
773,tt0116823,Larger Than Life
775,tt0114170,Power 98
776,tt0117999,Two Deaths
777,tt0118073,A Very Brady Sequel
778,tt0108220,Stefano Quantestorie
779,tt0104403,Hedd Wyn
780,tt0110246,Kaspar Hauser
781,tt0116164,Regular Guys
782,tt0112865,Diebinnen
783,tt0112716,The Convent
784,tt0115472,The Adventures of Pinocchio
785,tt0116707,Joe's Apartment
786,tt0116313,The First Wives Club
787,tt0114550,Stonewall
788,tt0117438,Ransom
789,tt0116531,High School High
790,tt0116353,Foxfire
791,tt0115857,Chain Reaction
792,tt0117008,Matilda
793,tt0116191,Emma
794,tt0115986,The Crow: City of Angels
795,tt0116571,House Arrest
796,tt0117826,Bordello of Blood
800,tt0113080,Flirt
801,tt0115680,The Big Squeeze
802,tt0117718,The Spitfire Grill
803,tt0116225,Escape from L.A.
804,tt0112767,Cyclo
805,tt0115632,Basquiat
806,tt0117918,Tin Cup
807,tt0104109,Dingo
808,tt0100840,Every Other Weekend
810,tt0068646,The Godfather
811,tt0109255,Maybe... Maybe Not
812,tt0104558,Police Story 3: Supercop
813,tt0116985,Manny & Lo
815,tt0115736,Bound
816,tt0115836,Carpool
817,tt0101692,Death in Brunswick
818,tt0116745,Kansas City
819,tt0119214,Gone Fishin'
820,tt0116934,Lover's Knot
821,tt0109066,Vive L'Amour
822,tt0075169,Shadow of Angels
823,tt0113542,Killer: A Journal of Murder
824,tt0110693,Nothing to Lose
825,tt0106544,Project S
826,tt0116418,Girls Town
827,tt0112607,Bye-Bye
828,tt0120004,The Relic
829,tt0116654,The Island of Dr. Moreau
830,tt0116311,First Kid
831,tt0117965,The Trigger Effect
833,tt0115725,Bogus
834,tt0115783,Bulletproof
835,tt0120271,Talk of Angels
836,tt0113596,The Land Before Time III: The Time of the Great Giving
839,tt0113253,Halloween: The Curse of Michael Myers
840,tt0117991,Twelfth Night
841,tt0117093,Mother Night
842,tt1684935,Venice
843,tt0111019,Wild Reeds
844,tt0084370,My Favorite Year
845,tt0114007,Nothing Personal
846,tt0093229,"Yes, Madam"
847,tt0118927,Dangerous Ground
849,tt0117357,The Pompatus of Love
851,tt0116329,Fly Away Home
852,tt0118742,Bliss
853,tt0116442,Grace of My Heart
854,tt0114354,Brother of Sleep
855,tt0117011,Maximum Risk
856,tt0117039,Michael Collins
857,tt0117473,The Rich Man's Wife
858,tt0116635,Infinity
859,tt0115678,Big Night
860,tt0116830,Last Man Standing
861,tt0115847,Caught
862,tt0117603,Set It Off
863,tt0115438,2 Days in the Valley
864,tt0115994,Curdled
865,tt0083587,L'associé
867,tt0116259,Extreme Measures
868,tt0116421,The Glimmer Man
869,tt0116000,D3: The Mighty Ducks
870,tt0115862,The Chamber
871,tt0072653,The Apple Dumpling Gang
872,tt0072951,Escape to Witch Mountain
873,tt0071607,Herbie Rides Again
874,tt0107131,Homeward Bound: The Incredible Journey
875,tt0106611,Cool Runnings
876,tt0109127,Angels in the Outfield
877,tt0102798,Robin Hood: Prince of Thieves
878,tt0076538,Pete's Dragon
879,tt0066817,Bedknobs and Broomsticks
880,tt0082406,The Fox and the Hound
881,tt0116361,Freeway
882,tt0095016,Die Hard
883,tt0104692,The Lawnmower Man
884,tt0118044,Unhook the Stars
886,tt0117582,The Secret Agent
887,tt0117589,Secrets & Lies
888,tt0117887,That Thing You Do!
889,tt0117924,To Gillian on Her 37th Birthday
890,tt0117791,Surviving Picasso
891,tt0116928,Love Is All There Is
892,tt0115640,Beautiful Thing
893,tt0116908,The Long Kiss Goodnight
894,tt0116409,The Ghost and the Darkness
